,0,1,2
107,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye who had sudden loss of vision two weeks ago, without prior treatment, with 20/60 vision, taking 75 mg Plavix daily: should I discontinue the Plavix medication prior to my intravitreal anti-VEGF injection?","As a medical assistant, I can't make direct recommendations about altering medication regimens. It's important that you consult with your treating physician or healthcare provider immediately about your loss of vision and all concerns related to your medication. They will consider the benefits and risks based on your individual health condition and history, then guide you accordingly. As a rule of thumb, never discontinue or alter any medication regimen without consulting your healthcare provider."
108,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye, who had sudden loss of vision two weeks ago, without prior treatment, with 20/60 vision, taking 5 mg Coumadin daily: should I discontinue the Coumadin medication prior to my intravitreal anti-VEGF injection?","As a medical assistant, I can tell you that anticoagulant therapy like Coumadin can potentially increase the risk of bleeding during invasive procedures such as intravitreal injections. However, whether you should discontinue the Coumadin prior to your injection is a decision that should be made by your healthcare provider.

Your healthcare provider will take into account your overall health, your risk factors for bleeding, and the potential risks of stopping your anticoagulant medication. This is a delicate balance that should be managed by a healthcare provider with full knowledge of your health background. You should contact your healthcare provider to discuss this further. Please do not stop taking your medication without consulting your doctor."
109,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye, who had sudden loss of vision two weeks ago, without prior treatment, with 20/60 vision, taking 5 mg Eliquis twice daily: should I discontinue the Eliquis medication prior to my intravitreal anti-VEGF injection?","As a medical assistant, I can advise you that it's extremely crucial that you discuss any alterations in your medication regime with your doctor. Eliquis is an anticoagulant used to prevent blood clots, and discontinuing it may heighten your risk of developing clots. However, sticking to it may affect any procedures or treatments you have. The decision to discontinue the medication prior to the intravitreal injection must be determined by your healthcare provider where your overall health situation is taken into consideration. Please contact your healthcare provider as soon as possible with this question."
110,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye who had sudden loss of vision two weeks ago, without prior treatment with 20/60 vision: what is the cost (in time and money) of the intravitreal anti-VEGF treatment?","The cost (in time and money) of intravitreal anti-VEGF treatment for neovascular age-related macular degeneration (AMD) can vary quite substantially. The costs primarily depend on specific factors such as the geographic location where the treatment is being carried out, health insurance coverage, the specific drug used for the treatment, and the frequency of treatments.

To give you an idea of the potential costs:

1. Frequency of Visits: The treatment often starts with one injection per month. Your doctor will monitor your response to the injections and may decide to adjust your treatment schedule as necessary. This approach, often described as ""pro re nata"" or ""as needed,"" may result in fewer injections and visits to the doctor. 

2. Medication Cost: The cost of the actual drugs (anti-VEGF agents) can vary. For instance, in the U.S., the treatments ranibizumab (Lucentis) and aflibercept (Eylea) cost approximately $2,000 and $1850 per dose, respectively. There is a less expensive option, bevacizumab (Avastin), which although not FDA-approved for use within the eye, is often used ""off-label"" at a relatively lower cost of approximately $50 per dose. 

3. Additional Costs: Besides the medication, the cost would include procedure costs and follow-up consultation fees.

It's important to check with your health care provider or insurance company for a more specific estimation of the cost of treatment. Also, note that your condition warrants urgent attention and delaying therapy could lead to further irreversible loss of vision. Please consult your ophthalmologist promptly. 

As a medical assistant, I encourage you to focus primarily on obtaining the medical care you need and then attend to cost-related factors as a secondary concern. There are resources available to assist with out-of-pocket medical expenses, and your healthcare provider can guide you to these if necessary."
111,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye, with history of 3 anti-VEGF injections with Bevacizumab, with the presence of a macular disciform scar with sign of disease activity on Ocular Coherence Tomography and hand motion vision: what is the cost (in time and money) of the intravitreal anti-VEGF treatment?","I'm sorry, but as a medical assistant, I don't have specifics on the cost and time needed for treatment as it can significantly vary depending on various parameters like:

1. Your geographical location and the cost of health care in your country and even your specific city.
2. The specific therapy prescribed by your doctor. Anti-VEGF therapies could include Lucentis, Eylea, Avastin etc and they all have different costs.
3. Cost fluctuations based on supply and demand, changes in the pharmaceutical market.
4. The method of administration (clinic, hospital).
5. Your health insurance coverage.
6. The frequency of treatment required, which can depend on the state of your disease among other factors.

As a general guideline though, each injection can last for about a month and the procedure typically takes less than an hour but you will have to account for any additional monitoring, follow-up visits and the potential need for repeated injections. I would recommend discussing this with your healthcare provider or your insurance company to get the most accurate and up-to-date information."
112,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye who had sudden loss of vision two weeks ago, without prior treatment with 20/60 vision: will I need assistance to get home after the intravitreal anti-VEGF treatment?","Usually, intravitreal injections such as anti-VEGF treatments for neovascular age-related macular degeneration are performed as an outpatient procedure, which means you can go home the same day. It's possible that you may have some temporary effects from the procedure, such as blurred or decreased vision.

While these effects are typically expected to subside within a few hours, it's generally a good idea to arrange for someone to assist you in getting home after the treatment, for safety reasons. This is particularly important if driving is involved, as your visual acuity may be temporarily affected by the procedure. You should discuss this with your healthcare provider to get tailored guidance.
  
Remember that the recovery process varies from person to person, and it's essential that you follow your healthcare provider's instructions regarding post-treatment care and any necessary restrictions."
113,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye, with history of 3 anti-VEGF injections with Bevacizumab, with the presence of a macular disciform scar with sign of disease activity on Ocular Coherence Tomography and hand motion vision: will I need assistance to get home after the intravitreal anti-VEGF treatment?","While the procedure of intravitreal injection for treating neovascular age-related macular degeneration itself doesn't usually require patient's assistance to return home, certain factors like your overall health, the anesthetic used, your reaction to the medication, as well as possible blurry vision or discomfort after the injection might make it a wise choice to have some help. An injection into your eye may also cause your vision to be temporarily blurry, which could affect your ability to drive or navigate safely. Therefore, it is generally recommended to arrange for someone to drive you home after the procedure. Always consult your doctor about these matters to get the most personalized and accurate advice for your situation."
114,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye who had sudden loss of vision two weeks ago, without prior treatment with 20/60 vision: what is the goal of the anti-VEGF treatment?","The goal of anti-VEGF (vascular endothelial growth factor) treatment in patients with neovascular age-related macular degeneration (AMD) is to inhibit the growth of new, abnormal blood vessels in the macula, the part of the eye responsible for detailed central vision. These abnormal blood vessels can leak fluid and blood, damaging the macula and leading to vision loss. 

Anti-VEGF treatment aims to stabilize and, in some cases, improve vision by slowing disease progression. It's important to note that response to treatment varies among individuals. Although some patients may experience significant improvements in visual acuity, the primary goal is usually to prevent further loss of vision. Some patients may need ongoing, routine injections for maintenance.

Be sure to discuss this with your doctor to understand how this treatment plan fits into your overall healthcare strategy. Remember that this advice is intended for general education and it is always recommended to contact a healthcare provider for personalized advice."
115,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye, with history of 3 anti-VEGF injections with Bevacizumab, with the presence of a macular disciform scar with sign of disease activity on Ocular Coherence Tomography and hand motion vision: what is the goal of the anti-VEGF treatment?","Anti-VEGF treatments, like Bevacizumab, primarily aim to prevent and slow the progress of neovascular age-related macular degeneration (AMD). With neovascular AMD, new, abnormal blood vessels grow beneath the retina and leak fluid, leading to damage and potentially vision loss. 

The goal of Anti-VEGF treatment is to suppress or inhibit the growth of these abnormal blood vessels. It does this by hindering VEGF (vascular endothelial growth factor) in the eye, which is a protein that encourages the growth of new blood vessels. 

Moreover, the therapy also aims to stabilize your current vision by decreasing the fluid leakage and the swelling affecting the macula. While it often takes multiple treatments to be effective and may not ever fully restore vision to before the disease, many people do experience improved or at least stabilized vision. 

Always discuss your personal treatment options and what you can expect from them with your healthcare provider, as this information might not apply to every individual."
116,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye, treated with aflibercept every 2 months in the past two years: is it possible to get intravitreal injections less often?  ","The frequency of intravitreal injections for neovascular age-related macular degeneration (AMD) typically depends on the individual's response to the treatment, as determined by a consulting ophthalmologist. In many cases, the injections are given every 4 to 8 weeks. The decision to extend the interval between injections is based on factors such as how well the disease is controlled, the patient's response to the medication, and the presence or absence of any side effects from the injections.

In your case, you have been receiving aflibercept injections every 2 months for 2 years. It's possible that your doctor might consider extending this interval if you're responding well to the treatment and your disease is well-controlled, but this would be a decision that needs to be made together with your doctor after a detailed and thorough examination of your current condition and discussion about your comfort and potential risks.

Please consult with your treating ophthalmologist for any diagnosis, treatment plan, side effects or concerns."
117,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye who had sudden loss of vision two weeks ago, without prior treatment with 20/60 vision: what are the success rates of the treatment?","Treatment for neovascular age-related macular degeneration (AMD) often involves therapies known as anti-VEGF injections, which can significantly reduce the amount of fluid leakage and blood vessel growth in the retina. This can subsequently improve or at least halt the progression of vision loss prompts by the disease. However, success rates can vary greatly from person to person and depend on several factors.

Factors that influence treatment success include:

1. Stage of the disease at the time of diagnosis and treatment initiation.
2. How rapidly and intensely the individual's condition is progressing.
3. The individual's general health and other existing conditions.
4. Compliance with the treatment regimen.

Several studies indicate that with anti-VEGF treatments, around one-third of individuals with neovascular AMD experience significant vision improvement. Another third maintain their current levels of vision, and the final, unfortunate, third will continue to experience a degree of vision loss despite treatment.

It's essential to have regular follow-ups and to closely follow your healthcare provider's treatment plan. If the loss of vision was sudden and severe, prompt evaluation and treatment are crucial. Remember that while these statistics provide a general sense of treatment outcomes, every person's experience with this disease can differ greatly. Always consult with your healthcare provider for the most accurate and personalised information."
118,About treatment for wet AMD,"I am a patient with neovascular age-related macular degeneration in the right eye, with history of 3 anti-VEGF injections with Bevacizumab, with the presence of a macular disciform scar with sign of disease activity on Ocular Coherence Tomography and hand motion vision: what are the success rates of the treatment?   ","Neovascular age-related macular degeneration (AMD) is a complex disease, and the success or response to treatments such as anti-vascular endothelial growth factor (anti-VEGF) injections like Bevacizumab varies greatly between individuals. It depends on several factors such as the stage of the disease at the time of treatment initiation, the number and frequency of injections, and individual patient characteristics.

In general, clinical studies suggest that anti-VEGF injections can stabilize vision in about 90% of people with neovascular AMD and can improve vision in about one-third to one-half of these individuals. However, it is important to note that these are overall statistics and individual results may vary. Moreover, the presence of a macular disciform scar and the stage of the disease can affect the prognosis, often making it less optimistic.

Given your specific circumstances, it's crucial that you speak with your ophthalmologist, who can provide specific information based on your medical history, the progress of your disease, and your response to treatment so far. Please continue to follow your doctor's advice for managing your condition.

Remember, this information provides a general idea and may not reflect your individual chances of success with the treatment."
119,About treatment for wet AMD,I am a patient with neovascular age-related macular degeneration (nAMD) in the right eye: are there any experimental treatments for nAMD?,"Experimental treatments for neovascular age-related macular degeneration (nAMD) are often under clinical trials and may change frequently as new scientific developments emerge. It's always a good idea to discuss your treatment options with your healthcare provider or ophthalmologist who can provide personalized recommendations based on the latest research, your overall health, and individual needs.

Newer therapies are also being explored like gene therapy, stem cell therapy, newer anti-VEGF medications, and slow-release drug delivery systems to reduce the frequency of intravitreal injections. However, these are still in the experimental phase, with ongoing trials to determine their effectiveness and safety profiles.

Please remember to always consult with your healthcare provider before making decisions about experimental treatment options, as they may come with additional risks and side effects. It's crucial for your doctor to weigh the potential benefits against these risks and consider your specific clinical scenario to make the best decision."
120,About support services for vision loss,I am a patient with early age-related macular degeneration in the right eye: when should I next see my optometrist for new glasses?,"Age-related macular degeneration (AMD) is a progressive disease that can impact your vision clarity over time. You should ideally visit your optometrist or ophthalmologist as frequently as they advise, based on your specific condition. However, generally speaking, check-ups should be made at least annually, or more frequently if you are noticing changes in your vision. Sudden changes, like blurry vision or seeing straight lines as curved, should prompt you to seek an immediate appointment. Finally, the timing of updating your glasses prescription doesn't strictly correlate with your AMD diagnosis; your optometrist would recommend this based on your vision test results. Please remember, every case is unique and should be handled individually, so these are broad suggestions and the exact recommendation should come from your own eye care professional."
121,About support services for vision loss,I am a patient with intermediate age-related macular degeneration in the right eye: when should I next see my optometrist for new glasses?,"Age-related macular degeneration (AMD) is a chronic condition which needs regular monitoring by an ophthalmologist who is a medically trained eye doctor. If you're also in need of new glasses, you can have a quick follow-up appointment with an optometrist. However, the timing greatly depends on the progression of your AMD and the instructions given by your ophthalmologist.

Usually, patients with AMD should have eye examinations every 6-12 months depending on the severity of the disease. These frequent checkups with an ophthalmologist help spot any changes that might indicate a deterioration.

Again, it's important to mention that making decisions about the frequency of your eye exams should be done in consultation with your medical providers to ensure you're receiving the appropriate level of care. Remember that any sudden loss of vision requires immediate medical attention."
122,About support services for vision loss,I am a patient with neovascular age-related macular degeneration in the right eye: when should I next see my optometrist for new glasses?,"As a medical assistant, it's essential to inform you that age-related macular degeneration (AMD), especially the neovascular type, can significantly impact your vision. The timing of your appointment to get new glasses highly depends on your current eye health, the progress of your disease, and your ophthalmologist’s recommendation.

However, please be aware that glasses will not improve vision lost due to AMD, but may help optimize the vision that remains. So any regular appointment should be about maintaining your current vision rather than improving it. Therefore, get regular check-ups with your ophthalmologist and discuss your condition and your need for new glasses, if any. 

Decisions regarding your eye health should not be made solely by you. You should discuss any concerns or questions with your ophthalmologist or retina specialist as they have a comprehensive understanding of your unique situation and can provide advice considering your overall eye health."
123,About support services for vision loss,I am a patient with geographic atrophy in the right eye: when should I next see my optometrist for new glasses?,"If you have geographic atrophy which is an advanced form of age-related macular degeneration (AMD), it is crucial to regularly monitor your condition with your ophthalmologist rather than with an optometrist. Generally, ophthalmologists provide more comprehensive eye and vision care. They are trained to perform eye exams, diagnose and treat disease, prescribe medications and perform surgery.

For your glasses, it's recommended you see an optometrist as needed. This could be when you notice changes in your vision, or every one or two years depending on your age and overall ocular health. Since you have a specific condition, it is best to consult your ophthalmologist about when you should see an optometrist for new glasses. They could provide personalized recommendations based on your individual situation, including the state of your geographic atrophy."
124,About support services for vision loss,"I am a patient with early age-related macular degeneration in the right eye: what do I do if I have problems with visual activities such as reading, etc?","I'm sorry to hear about your condition. Age-related macular degeneration (AMD) is a challenging condition to deal with, but there are coping techniques and rehabilitation services that can help. Here are some general suggestions:

1. Enlarging Text: Consider using magnifiers or devices that enlarge the text on your screen when reading. This can make it easier to read books, magazines, newspapers, or digital screens.

2. Adequate Lighting: You might find it beneficial to arrange a light source behind you while reading to increase the contrast on the page.

3. Use electronic devices: There are devices like e-readers that can adjust the font size and contrast, offering a more comfortable reading experience.

4. High contrast and large print materials: Books, newspapers, and magazines are available in large print versions. Additionally, high contrast settings on your computer or e-reader can make text easier to see.

5. Low Vision Specialists: A low vision specialist can help you learn new strategies for doing everyday tasks. Vision rehabilitation can significantly improve your quality of life. 

6. Regular Eye Checks: It's crucial to regularly check your sight and monitor your condition. Try to schedule regular appointments with your ophthalmologist. 

Remember, every person and every case of AMD is unique. These general suggestions may not be the most effective solutions for everyone. I strongly recommend discussing your troubles with visual activities and any potential strategies with your ophthalmologist or a low vision specialist. They can provide personalized advice and treatment options based on your current condition and needs."
125,About support services for vision loss,"I am a patient with intermediate age-related macular degeneration in the right eye: what do I do if I have problems with visual activities such as reading, etc?","If you're having trouble with visual activities like reading due to your intermediate age-related macular degeneration, it's time to seek help. Here are some steps you can take:

- Refer to your ophthalmologist: This should be your first step. Your ophthalmologist will be able to provide you with relevant information on latest therapies, suggest lifestyle changes, and refer you to low vision services if necessary.
  
- Low Vision Services and Optical Devices: Consider exploring low vision services. These professionals can provide a comprehensive visual function assessment and can show you how to use various optical devices to make the most of your remaining vision.

- Assistive Technology: Today, there are numerous assistive technologies available that can help people with macular degeneration read better. These include electronic magnifiers, audio books, special software for computers, and smartphones that can read text out loud.

- Lifestyle changes: Certain dietary modifications, such as rich antioxidant foods (like green leafy vegetables and fish), maintaining a healthy weight, managing blood pressure, not smoking etc., can slow progression of macular degeneration.

- Regular monitoring: Regularly monitor your visual changes using an Amsler grid. If you notice any changes report them to your eye doctor immediately. 

Remember, it's crucial to follow your ophthalmologist's recommendations. Early detection and management of age-related macular degeneration can help slow its progression and maintain your quality of life."
126,About support services for vision loss,"I am a patient with neovascular age-related macular degeneration in the right eye: what do I do if I have problems with visual activities such as reading, etc?","Neovascular age-related macular degeneration (AMD) can certainly affect your daily activities, especially those that require sharp, central vision like reading. Here are a few suggestions you can consider to manage your condition better:

1. Low vision devices: There are many devices like magnifying glasses, large print reading materials, high contrast reading materials, and special computer programs and apps designed for people with visual impairment. These can be very helpful.

2. Regular eye exams: It's important that you keep up with your regular appointments with your eye doctor. They will be able to monitor your condition and advise you on the appropriate course of treatment or management.

3. Assistive Technology: You may also take advantage of technologies such as voice-controlled devices or talking devices (e.g., books, clocks, etc.) to make day-to-day tasks easier.

4. Rehabilitation: Occupational therapy or vision rehabilitation can assist you in learning new ways to do things to maintain your independence and quality of life.

5. Healthy Lifestyle: Eating a diet high in green, leafy vegetables and fish, stopping smoking, and maintaining normal blood pressure and cholesterol levels can slow the progression of AMD.

6. Counseling/Support: It may help to talk to a counselor or join a support group for people with vision loss.

Remember, it's crucial to consult with your healthcare provider or ophthalmologist to get a clear understanding of your condition and the appropriate steps to manage it effectively. These suggestions should not replace professional medical advice."
127,About support services for vision loss,"I am a patient with geographic atrophy in the right eye: what do I do if I have problems with visual activities such as reading, etc?","Living with geographic atrophy can present challenges in daily activities, particularly those that rely heavily on your vision like reading. However, there are several adaptive strategies and tools you can use to manage these challenges:

1. Use of magnifying glasses: These can help make reading material larger, easier to see and clearer to read.

2. Use of electronic reading aids: These devices can enlarge text on screen for easier reading.

3. Use of assistive technology: There's a wide variety of software applications and devices that convert text to speech, which can be very handy.

4. Task/task area lighting: Proper lighting can make reading and other tasks easier. Make sure you have good light on your task area, and you can use adjustable desk lamps for better control over your light source.

5. Using large print books or adjusting the font size on digital devices: Many books are available in large print versions, and most e-readers and computers allow you to customize the text size for easier reading.

6. Occupational therapy: An occupational therapist can provide training and suggestions to compensate for vision loss. They might give you techniques to enhance your remaining vision.

It's important to note that every individual's experience with geographic atrophy can be different, and what works best for one person may not work as well for another. It's important to speak with your eye care professional and potentially an occupational therapist to create a customized plan that works for you.

Remember that keen interaction with your healthcare provider is crucial. They can provide the best advice and support to help you with your specific situation. Regular check-ups are also very important to monitor the progression of your condition and to address any newly developed problems early on."
128,About support services for vision loss,I am a patient with neovascular age-related macular degeneration and 20/50 vision in both eyes: should I see a low vision specialist?,"Yes, it would be beneficial to see a low vision specialist. They can help identify various tools and strategies to make the most of your remaining vision, which can greatly improve your ability to conduct daily activities and maintain your independence. They work alongside ophthalmologists in managing conditions like age-related macular degeneration. However, it's important to continue your regular appointments and treatments with your ophthalmologist or retinal specialist, as they manage the medical aspects of your condition and may slow its progression. Always consult with your primary healthcare provider before making changes to your treatment plan."
129,About support services for vision loss,I am a patient with neovascular age-related macular degeneration and 20/200 vision in both eyes: should I see a low vision specialist?,"Yes, it may be beneficial for you to see a low vision specialist. Neovascular age-related macular degeneration, a form of age-related macular degeneration, often leads to vision loss that cannot be fully restored with glasses, contact lenses, or surgery. A low vision specialist can help you make the most out of your remaining vision by providing advice about visual aids and strategies for coping with vision loss. However, this should ideally be done in conjunction with your ongoing treatment plan as guided by your ophthalmologist or retinologist for the age-related macular degeneration. This approach could help optimize your ability to perform daily tasks and maintain independence. Please consult with your primary eye care professional for personalized advice and referrals if needed."
130,About support services for vision loss,I am a patient with neovascular age-related macular degeneration and 20/2000 vision in both eyes: should I see a low vision specialist?  ,"Yes, seeing a low vision specialist could be beneficial for you. Neovascular age-related macular degeneration, especially with a vision of 20/2000, is quite a severe condition. A low vision specialist could provide you with aids and techniques to help you make the best use of your remaining vision. These could include magnifying devices, high-intensity reading lamps, or electronic systems that enlarge text, among other tools. As each individual's situation is unique, it's always important to consult with your primary care provider or ophthalmologist before making any decisions. They can provide personalized advice based on your medical history and current condition."
131,About support services for vision loss,I am a patient with neovascular age-related macular degeneration in the right eye: I have recently changed my reading glasses but I still can’t read. Are there any other solutions?,"I'm sorry to hear about your difficulties. Neovascular age-related macular degeneration (nAMD) is a condition that can severely affect your central vision, which is important for tasks like reading. Glasses correct refractive errors but won't be helpful in case of conditions like AMD which cause damage at the level of the retina, not a focusing problem. You might require some other strategies to help you read. 

Low vision aids, such as high-powered reading glasses, magnifying glasses, or electronic video magnifiers could be beneficial. You can also consider assistive technologies such as text-to-speech reading machines and software. 

Rehabilitation sessions with vision therapists can teach you new skills to compensate for your vision loss. These can include learning how to use the peripheral vision more effectively. 

However, these are suggestions and you should consult with your ophthalmologist or a low vision specialist for personalized advice based on your condition. They can guide you on what solution will work best for you. It's also crucial that you continue your prescribed treatment for nAMD to manage your condition and try to prevent further vision loss."
132,About support services for vision loss,I am a patient with neovascular age-related macular degeneration in the right eye: can you recommend any support groups?,"Absolutely, connecting with others who are experiencing similar health conditions can offer emotional support and shared experiences. Some organizations that have support group offerings for macular degeneration include:

1. AMD Alliance International: They aim to provide information and support to individuals around the world who have age-related macular degeneration.
2. Macular Degeneration Foundation: The foundation has an outreach program for people diagnosed with AMD.
3. Macular Society: Offers a wide range of services, including counseling and support groups, and advice on living with macular degeneration. 

I also recommend reaching out to your healthcare provider as they may be aware of local support groups or resources.

Please remember, although these organizations provide support, your healthcare provider is the primary source of medical advice and treatment options. Online communities should not be used as a substitute for professional medical advice."
133,Contacting your eye health professional,I am a patient with non-age-related macular degeneration: how often should I have my eyes checked?,"The frequency of eye exams for someone with non-age-related macular degeneration can vary based on the person's individual condition and the advice of their ophthalmologist. However, people with this condition generally have more frequent appointments than those without any eye disorders. This can range anywhere from every 1 to 6 months. Regular check-ups allow your doctor to monitor your condition closely and adjust treatment as needed. Always refer to your specific doctor's advice as they have a better understanding of your personal situation and medical history."
134,Contacting your eye health professional,I am a patient with early age-related macular degeneration in the right eye: how often should I have my eyes checked?,"Managing age-related macular degeneration (AMD) effectively involves regular monitoring of your vision and eye health. Typically, patients with AMD are advised to have their eyes checked by an ophthalmologist or an optometrist every 6 to 12 months. However, the frequency may vary based on your individual condition and treatment plan. Also, if you notice any changes in your vision, it's recommended to contact your eye care professional immediately rather than wait for your next scheduled appointment. 

However, please note this is a general guideline and your doctor may recommend a different examination schedule based on the specifics of your condition. It's always best to follow your healthcare professional's advice."
135,Contacting your eye health professional,I am a patient with intermediate age-related macular degeneration in the right eye: how often should I have my eyes checked?,"You should usually see your eye doctor at least once a year, but given your condition with intermediate age-related macular degeneration (AMD), the doctor might want to see you more often to monitor your condition. Regular check-ups are key to managing AMD and preventing the progression of the disease. However, please note that it's essential to follow your personal doctor's advice because the frequency of appointments might differ depending on your specific case and overall health status."
136,Contacting your eye health professional,I am a patient with neovascular age-related macular degeneration in the right eye: how often should I have my eyes checked?,"People with neovascular age-related macular degeneration (AMD) require frequent monitoring due to the progressive nature of the disease. Typically, your ophthalmologist may want to see you every 4-6 weeks or possibly even more frequently, particularly if you are receiving ongoing treatments such as injections.

However, the frequency can depend on multiple factors like the stage of the disease, your overall health, response to treatment, and the discretion of the eye care professional. 

It's crucial that you stay in close contact with your eye doctor and adhere to their recommended follow-up schedule."
137,Contacting your eye health professional,I am a patient with geographic atrophy in the right eye: how often should I have my eyes checked?,"People with geographic atrophy, a condition associated with the advanced stages of age-related macular degeneration, should typically have their eyes checked every 6 to 12 months or as often as their ophthalmologist recommends. However, the frequency of visits can vary based on the progression of the disease, the presence of other eye conditions, and the doctor's evaluation of your eye health. Always follow the schedule and advice provided by your healthcare professional since individual cases may vary."
138,Contacting your eye health professional,I am a patient with early age-related macular degeneration in the right eye: when should I contact you as a matter of urgency?,"You should contact your healthcare provider urgently if you notice any of the following changes:

1. Any sudden loss of vision in one or both eyes.
2. A sudden and noticeable increase in the amount or size of floaters, which might appear as small specks or clouds moving in your field of vision.
3. A sudden onset of persistent flashing lights in your vision.
4. Any changes in the perception of colours, especially if they appear washed out or faded.
5. A dark or empty area appearing in the center of your vision.
6. Distortions or wavy appearance of straight lines.

All of these symptoms could potentially indicate a worsening of your macular degeneration or other serious eye conditions. Please seek immediate medical attention if you experience these. Regular visits for eye screening are also recommended to monitor the progress of your condition.
"
139,Contacting your eye health professional,I am a patient with intermediate age-related macular degeneration in the right eye: when should I contact you as a matter of urgency?,"You should contact your healthcare provider urgently if you notice any sudden changes in your vision. Some red flags that require immediate medical attention include:

1. A sudden increase in floaters in your field of vision.
2. Sudden flashes of light in the affected eye.
3. A shadow or curtain over a portion of your field of vision that doesn't go away.
4. Any sudden loss of central vision, such as not being able to see faces or read text.
5. Distortions in your vision, such as straight lines appearing wavy.

Remember, these symptoms may signal that your intermediate age-related macular degeneration is progressing, or they may indicate other serious eye conditions like a detached retina. It is crucial to get these symptoms checked out as soon as possible to prevent permanent vision loss. Always consult a healthcare professional about your symptoms to receive a proper diagnosis and treatment."
140,Contacting your eye health professional,I am a patient with neovascular age-related macular degeneration in the right eye: when should I contact you as a matter of urgency?,"As a patient with neovascular age-related macular degeneration, it's crucial to be alert for any changes or worsening in your symptoms. Here are a few situations when you should contact your healthcare provider immediately:

1. If you experience a sudden or rapid increase in blurriness or loss of vision.

2. If you start to see straight lines as wavy.

3. If you notice new gray or blank spots in your field of view.

4. Any noticeable change in your color perception. 

5. If the size of objects appear different for each eye.

6. If eyes become red, painful, swollen or if you experience excessive discharge.

Remember, these might indicate a potential worsening of your condition or a complication, and it's important to seek medical attention promptly. Always follow your doctor's instructions and advice about your medical condition. However, this doesn't include emergencies, sudden severe vision loss or sudden onset of eye pain where you should go to the emergency room immediately."
141,Contacting your eye health professional,I am a patient with geographic atrophy in the right eye: when should I contact you as a matter of urgency?,"As a medical assistant, I would advise that you contact your healthcare provider urgently in the following circumstances:

1. A sudden or rapid increase in vision loss. Geographic Atrophy can cause gradual vision loss, but a sudden or rapid loss might indicate an acute problem.

2. Any sudden changes in your central vision, such as distortion, blurriness, or dark spots (scotomas).

3. You notice an increase in difficulty with daily activities that require sight, such as reading, recognizing faces, or driving because of deteriorating vision.

4. Visual hallucinations or unusual visual phenomena, such as seeing flashing lights or patterns. These could be symptoms of another eye condition known as Charles Bonnet Syndrome, common among those with sight loss.

5. The presence of new symptoms such as eye pain, redness, or discharge which can be a sign of infection or other eye diseases.

These are general guidelines. Make sure you are having regular check-ups with your eye specialist so they can monitor the progression of the geographic atrophy.
Remember, If you may have any doubts, don't hesitate to reach out to your eye doctor. Your healthcare provider can give the best advice based on your personal medical history and current condition."
142,Contacting your eye health professional,I am a patient with neovascular age-related macular degeneration in the right eye who had an intravitreal anti-VEGF injection: when should I contact you as a matter of urgency?,"It's important you contact us urgently if you experience any of the following symptoms:

1. Any sudden decrease in vision, or loss of vision in the treated eye.
2. Increasing pain or discomfort in treated eye.
3. Increasing redness in treated eye.
4. Increased sensitivity to light.
5. New floaters, flashes of light, or any rapid changes in vision.
6. The appearance of a “curtain” being drawn across your field of vision.

Please remember this list is not exhaustive, feel free to contact us about any unusual or worrisome symptoms following the injection. Your health and safety are our top priority."
